time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1700516066000146400,23.549146484375,46.816844161599874,1.4914127246221236,-1,-30.075883473417274,41.512304957956076,-1,14.25016043504046,22.755627043138173,-51.12150741259432,0.22138696908950806
1700516067000144000,24.549143798828126,46.83340405113995,1.1290942992586626,-1,-30.07588449879379,41.52886484749615,-1,12.964397744105524,23.141103682250108,-51.121509028632225,0.05999976396560669
1700516068000145400,25.5491455078125,46.821450845338404,1.1823365151595597,-1,-30.07588853354306,41.51692356262356,-1,9.248763386400523,24.032381954192296,-51.12150176521139,0.2118379920721054
1700516069000147700,26.549147705078123,46.82717569172382,1.0975765648229265,-1,-30.075894013201463,41.52266509830952,-1,10.272702297463354,27.798007777675835,-51.12149006740973,0.24554471671581268
1700516070000147000,27.54914697265625,46.829167355783284,1.0524248785473072,-1,-30.07589691598064,42.58426951337606,-1,7.937010899669265,19.826992342755158,-51.12148251192961,0.1819506287574768
1700516071000151600,28.549151611328124,46.853983445093036,1.0399815748652026,-1,-30.075899584593905,42.60908560268581,-1,9.256099052705562,23.880866945157436,-51.12148177116733,0.19352543354034424
1700516072000150300,29.549150390625,46.869138033129275,0.870662944651094,-1,-30.075905744471388,42.62424019072205,-1,11.636016282907631,29.795590473244165,-51.12147428964665,0.24714887142181396
1700516073000154400,30.549154296875,46.78552325628698,0.3540741420257818,-1,-30.0759080027019,42.54062541387975,-1,7.126616205894215,7.474687487647651,-51.12147167711321,0.049858905375003815
1700516074000158000,31.549157958984374,46.73086417745799,0.6042919266542606,-1,-30.075910844809467,42.48596633505076,-1,7.080177379987092,7.493116176135168,-51.12146778626282,0.030260175466537476
1700516075000157000,32.54915698242188,46.70785828400403,0.7224568358059817,-1,-30.075915549158328,42.462960441596806,-1,8.932420886222264,9.57358257945864,-51.12146285651592,0.05652078241109848
